timestamp,x,y,z,mag,lat,long,tipo
2026-02-10T06:38:23.292833,-0.0040,0.1667,-0.0135,0.1097,0.0,0.0,STREAM
2026-02-10T06:38:23.487007,-0.0065,0.1751,-0.0241,0.1197,0.0,0.0,STREAM
2026-02-10T06:38:23.682702,-0.0064,0.1792,-0.0247,0.1289,0.0,0.0,STREAM
2026-02-10T06:38:23.874479,-0.0003,0.1750,-0.0045,0.1357,0.0,0.0,STREAM
2026-02-10T06:38:24.068450,-0.0044,0.1282,-0.0111,0.1347,0.0,0.0,STREAM
2026-02-10T06:38:24.262760,-0.0106,0.0873,0.0010,0.1275,0.0,0.0,STREAM
2026-02-10T06:38:24.455820,-0.0098,0.0671,0.0048,0.1184,0.0,0.0,STREAM
2026-02-10T06:38:24.650196,0.0058,0.0959,-0.0048,0.1150,0.0,0.0,STREAM
2026-02-10T06:38:24.845231,0.0082,0.0989,-0.0207,0.1128,0.0,0.0,STREAM
2026-02-10T06:38:25.032979,-0.0060,0.1007,-0.0223,0.1112,0.0,0.0,STREAM
2026-02-10T06:38:25.152346,-0.3545,-0.1803,-0.0926,0.0902,0.0,0.0,STREAM
2026-02-10T06:38:25.171985,-0.3100,-0.1142,0.0022,0.1036,0.0,0.0,STREAM
2026-02-10T06:38:25.193462,-0.2540,-0.0853,0.0023,0.1207,0.0,0.0,STREAM
2026-02-10T06:38:25.209917,-0.2110,-0.0580,-0.0055,0.1328,0.0,0.0,STREAM
2026-02-10T06:38:25.229415,-0.1718,-0.0312,-0.0079,0.1384,0.0,0.0,STREAM
2026-02-10T06:38:25.254474,-0.1388,-0.0088,-0.0075,0.1384,0.0,0.0,STREAM
2026-02-10T06:38:25.274974,-0.1043,0.0061,-0.0043,0.1333,0.0,0.0,STREAM
2026-02-10T06:38:25.294434,-0.0709,0.0221,0.0050,0.1240,0.0,0.0,STREAM
2026-02-10T06:38:25.307785,-0.0398,0.0366,0.0153,0.1115,0.0,0.0,STREAM
2026-02-10T06:38:25.328581,-0.0113,0.0475,0.0287,0.0972,0.0,0.0,STREAM
2026-02-10T06:38:25.345225,0.0121,0.0563,0.0382,0.0828,0.0,0.0,STREAM
2026-02-10T06:38:25.601615,0.0115,0.0542,0.0334,0.0718,0.0,0.0,STREAM
2026-02-10T06:38:25.794247,0.6023,0.4073,-0.3770,0.1025,0.0,0.0,STREAM
2026-02-10T06:38:25.986684,0.0600,0.2431,-0.6781,0.1828,0.0,0.0,STREAM
2026-02-10T06:38:26.178215,0.1957,-0.0642,-1.1178,0.3067,0.0,0.0,STREAM
2026-02-10T06:38:26.374253,0.1309,-0.0515,-0.8393,0.3836,0.0,0.0,STREAM
2026-02-10T06:38:26.566819,0.1012,-0.0376,-0.6163,0.4181,0.0,0.0,STREAM
2026-02-10T06:38:26.759057,0.0618,-0.0405,-0.5018,0.4302,0.0,0.0,STREAM
2026-02-10T06:38:26.954722,0.0787,-0.0323,-0.3880,0.4245,0.0,0.0,STREAM
2026-02-10T06:38:27.147867,0.0713,0.0025,-0.2614,0.4013,0.0,0.0,STREAM
2026-02-10T06:38:27.341184,0.0792,0.0216,-0.1381,0.3639,0.0,0.0,STREAM
2026-02-10T06:38:27.536078,0.0490,0.0430,-0.0635,0.3206,0.0,0.0,STREAM
2026-02-10T06:38:27.729410,0.0375,0.0405,-0.0487,0.2814,0.0,0.0,STREAM
2026-02-10T06:38:27.922090,0.0575,0.0413,0.0102,0.2406,0.0,0.0,STREAM
2026-02-10T06:38:28.117033,0.0667,0.0407,0.1152,0.1921,0.0,0.0,STREAM
2026-02-10T06:38:28.312155,0.0524,0.0534,0.1334,0.1497,0.0,0.0,STREAM
2026-02-10T06:38:28.504269,0.0388,0.0611,0.1380,0.1152,0.0,0.0,STREAM
2026-02-10T06:38:28.698545,0.0348,0.0667,0.1473,0.0892,0.0,0.0,STREAM
2026-02-10T06:38:28.891102,0.0378,0.0708,0.1489,0.0748,0.0,0.0,STREAM
2026-02-10T06:38:29.085723,0.0351,0.0719,0.1738,0.0715,0.0,0.0,STREAM
2026-02-10T06:38:29.280917,0.0222,0.0759,0.1595,0.0767,0.0,0.0,STREAM
2026-02-10T06:38:29.473365,0.0456,0.0843,0.1893,0.0913,0.0,0.0,STREAM
2026-02-10T06:38:29.665274,0.0382,0.0866,0.2208,0.1096,0.0,0.0,STREAM
2026-02-10T06:38:29.860324,0.0302,0.0850,0.1988,0.1241,0.0,0.0,STREAM
2026-02-10T06:38:30.055902,0.0247,0.0858,0.1729,0.1339,0.0,0.0,STREAM
2026-02-10T06:38:30.249869,0.0394,0.0179,0.2228,0.1447,0.0,0.0,STREAM
2026-02-10T06:38:30.442025,0.0391,-0.0155,0.2168,0.1526,0.0,0.0,STREAM
2026-02-10T06:38:30.636727,0.0542,-0.0591,0.2405,0.1630,0.0,0.0,STREAM
2026-02-10T06:38:30.827897,0.0370,-0.0305,0.2368,0.1730,0.0,0.0,STREAM
2026-02-10T06:38:31.023278,0.0443,-0.0438,0.2305,0.1813,0.0,0.0,STREAM
2026-02-10T06:38:31.214349,0.0408,-0.0507,0.2131,0.1862,0.0,0.0,STREAM
2026-02-10T06:38:31.408811,0.0460,-0.0554,0.2042,0.1897,0.0,0.0,STREAM
2026-02-10T06:38:31.603657,0.0382,-0.0497,0.2384,0.1977,0.0,0.0,STREAM
2026-02-10T06:38:31.798076,0.0343,-0.0677,0.2367,0.2045,0.0,0.0,STREAM
2026-02-10T06:38:31.991395,0.0261,-0.0559,0.2038,0.2053,0.0,0.0,STREAM
2026-02-10T06:38:32.187016,0.0371,-0.0456,0.1568,0.1994,0.0,0.0,STREAM
2026-02-10T06:38:32.380526,0.0337,-0.0421,0.1268,0.1898,0.0,0.0,STREAM
2026-02-10T06:38:32.706984,0.0067,-0.0160,0.1663,0.1861,0.0,0.0,STREAM
2026-02-10T06:38:32.899988,-0.0063,-0.0356,0.1330,0.1783,0.0,0.0,STREAM
2026-02-10T06:38:33.096535,-0.0436,-0.0531,0.0853,0.1647,0.0,0.0,STREAM
2026-02-10T06:38:33.289387,-0.0041,-0.0792,0.0486,0.1498,0.0,0.0,STREAM
2026-02-10T06:38:33.485082,-0.0038,-0.0803,0.0760,0.1417,0.0,0.0,STREAM
2026-02-10T06:38:33.675565,-0.0329,-0.1039,0.0375,0.1312,0.0,0.0,STREAM
2026-02-10T06:38:33.870824,-0.0298,-0.1175,-0.0179,0.1176,0.0,0.0,STREAM
2026-02-10T06:38:34.063121,-0.0280,-0.1426,-0.0271,0.1102,0.0,0.0,STREAM
2026-02-10T06:38:34.259737,0.0055,-0.1764,-0.0030,0.1132,0.0,0.0,STREAM
2026-02-10T06:38:34.453141,-0.0291,-0.1716,0.0190,0.1195,0.0,0.0,STREAM
2026-02-10T06:38:34.645524,-0.0254,-0.1826,0.0069,0.1266,0.0,0.0,STREAM
2026-02-10T06:38:34.840320,-0.0425,-0.2357,0.0091,0.1415,0.0,0.0,STREAM
2026-02-10T06:38:35.030150,-0.0215,-0.2749,0.0387,0.1614,0.0,0.0,STREAM
2026-02-10T06:38:35.285536,-0.0461,-0.3040,0.0575,0.1840,0.0,0.0,STREAM
2026-02-10T06:38:35.476147,-0.0290,-0.2724,0.0285,0.1973,0.0,0.0,STREAM
2026-02-10T06:38:35.843984,-0.0271,-0.2575,0.0954,0.2088,0.0,0.0,STREAM
2026-02-10T06:38:36.043857,-0.0204,-0.2200,0.1177,0.2141,0.0,0.0,STREAM
2026-02-10T06:38:36.241469,-0.0455,-0.1558,-0.0513,0.2033,0.0,0.0,STREAM
2026-02-10T06:38:36.309472,0,0,0,0.0,18.8297392,-98.9447718,MANUAL
2026-02-10T06:38:36.438378,-0.0519,-0.1460,-0.0159,0.1947,0.0,0.0,STREAM
2026-02-10T06:38:36.636956,-0.0212,-0.4313,2.3098,0.4399,0.0,0.0,STREAM
2026-02-10T06:38:36.836626,-0.2053,0.4499,-1.0581,0.2109,0.0,0.0,STREAM
2026-02-10T06:38:37.037225,0.6566,1.0273,0.6861,0.2504,0.0,0.0,STREAM
2026-02-10T06:38:37.236015,0.4949,0.8156,0.5051,0.3451,0.0,0.0,STREAM
2026-02-10T06:38:37.434102,0.3825,0.6128,0.3459,0.4028,0.0,0.0,STREAM
2026-02-10T06:38:37.631322,0.2947,0.4723,0.2133,0.4251,0.0,0.0,STREAM
2026-02-10T06:38:37.829856,0.2047,0.3825,0.1330,0.4243,0.0,0.0,STREAM
2026-02-10T06:38:38.029305,0.1374,0.3079,0.0433,0.4052,0.0,0.0,STREAM
2026-02-10T06:38:38.226861,0.0854,0.2216,0.0105,0.3750,0.0,0.0,STREAM
2026-02-10T06:38:38.426952,0.0488,0.1760,-0.0259,0.3400,0.0,0.0,STREAM
2026-02-10T06:38:38.624575,0.0087,0.1235,-0.0407,0.3014,0.0,0.0,STREAM
2026-02-10T06:38:38.887811,-0.0392,0.0780,-0.0413,0.2608,0.0,0.0,STREAM
2026-02-10T06:38:39.081523,-0.0371,0.0337,-0.0594,0.2205,0.0,0.0,STREAM
2026-02-10T06:38:39.275241,-0.0526,-0.0141,-0.0610,0.1797,0.0,0.0,STREAM
2026-02-10T06:38:39.467217,-0.0612,-0.0270,-0.0532,0.1438,0.0,0.0,STREAM
